목살 고추장찌개 살얼음국수땅코는 역시 땅코오랜만에 회사 동료들과 방문한 땅코회사 건물 층에 위치한곳인데도 웨이팅이 많아 자주 못가서 아쉬운곳 입니다오랜만에 다시 맛본 목살은 한점 입에 넣는순간 감동다른 유명 돼지고기집들과 땅코가 차별된점은 구워주시는분에 따라 맛이 달라지지 않는다는점인것 같습니다직원분들이 항상 바뀌지 않고 모든 직원분들 및 사장님들의 굽기 스킬이 다 너무 좋은것 같습니다단언컨대 목살 특급 맛집 입니다고추장찌개사장님이 서비스로 주신 고추장찌개주방 이모님이 개발하셔서 밀고 있다고 하시는데 얼큰한 고추장찌개에 국밥처럼 밥이 말아져서 나옵니다 근데 여기 들어간 고기마저도 맛있다니 ㅠㅠ고기를 깔끔하게 마무리 할때 고추장찌개 한뚝배기 하시는걸 추천 드립니다살얼음국수땅코 이 지점에서만 맛볼수 있는 또하나의 메뉴국수의 쫄깃함과 육수의 개운함으로 인기가 많은 메뉴 입니다고기  고추장찌개  살얼음국수 이 순서로 식사하시면 정말 최고의 한끼를 즐길 수 있습니다,good
내가 아는 그 닭도리탕 맛이긴 한데 국물이 걸쭉해서 밥 비벼먹으면 맛있어요 볶음밥도 맛나고 담에는 닭한마리 먹으러 갈듯,good
오랜만에 친구랑 갔다옴 이날은 이른시간에가서 웨이팅은 안섰다 아보카도 버거랑 갈릭버터프라이즈가 JMT  과테몰레 프라이즈를 못 먹어서 살짝 아쉽다,good
우동이 너무 먹고싶었다쫄깃쫄깃하고 탱탱한 면발ㅠㅠ그래서 저번에 일요일에 가서 실패했던 기리야마를 먹어보리라 가게되었다지하의 내부가 생각보다 넓다평일 시쯤이라 한창 바쁠때가 지나고 직원분들이 그릇 치우느라 바빠보였다자리에 앉았는데 온면은 다 떨어져서 카레우동이랑 냉우동밖에 안된다고 하셨다어차피 더워서 냉우동 먹을생각이었다이제 냉우동 단품은 없고 덴뿌라와 세트로 원이라고 한다근데 뭔가 내부가 어수선하고 시끄럽고 막 점심시간이 지나서 그런지 컵도 없고 젓가락도 없고ㅎㅎ 매장 분위기는 썩 좋은 편은 아니었다하지만 모든 자잘한 불만사항은 우동을 먹는순간 날아갔다국물이 심심하니 와사비 넣어서 드시면 된다고 안내해주셨는데 첫 느낌은 진짜 싱겁다였다 면을 먹으니 정말 탱탱하고 쫄깃하고 간도 딱 맞아서 깜짝 놀랐다 그리고 다시 국물을 먹으니 입맛을 막 돋구는 새콤함과 고소한듯 짭짤한 감칠맛이 돈다 면 한입 국물 한입 무한 흡입 가능할듯 먹으면 먹을수록 더 먹게되는 우동계의 평양냉면 같달까결국 덴뿌라까지 싹싹 긁어먹고 만족스러운 계산을 했다 비록 가격이 오른것과 매장 분위기 서비스가 만족스럽진 않았지만 우동 한그릇이 하루종일 생각나긴 처음이라 정말 맛있는 한 끼를 먹었다는 생각이 든다 매우만족,good
개인적으로 멸치 치킨은 조금 짜고 후라이드 치킨은 조금 싱거웠다 치킨이기에 맛은 있었지만 한 시간씩 웨이팅해가면서 먹기에는 조금 아쉬운 맛이기도 했다 그래도 맛있었다,good
정말 맛있었다 오픈한지 얼마 안돼서 그런지 매장도 깔끔했다 기본으로 아스파라거스랑 새송이 버섯을 주는데 둘 다 너무 맛있었다새송이 버섯도 완전 큰 거 통채로 주심오겹살은 인분에 원이였고 해물된장찌개도 먹었는데 새우랑 전복이랑 조개랑 많이 들어가있어서 국물에 해물 맛이 많이 나서 좋았다ㅎㅎ 그리고 서비스로 껍데기도 주셨는데 원래 껍데기 안좋아하는데 여기는 정말 다른데랑 달리 양념을 해서 그런지 부드럽고 맛있었다 다음에 또 가면 껍데기도 추가로 시킬 예정 아무튼 몬트락 정말 추천합니당bbb,good
여기 짱간지 진짜 맛남 ㅎㅎㅎ 솔직하게 리뷰하는거에요,good
블루리본 년 미슐랭 년의 전통 설렁탕 집 고기 육수가 좋은 건 당연히 좋은 재료들로 초 에이급의 설렁탕은 만들기 때문 김치 또한 좋은 배추 재료들로만 만들어 맛이 없을 수 없다 담백한 설렁탕의 정수,good
도우가 특이하다고 하는데 그냥 포카차 반죽입니다소스도 특별할 거 없고 뭐 하나 맛있는 부분 없습니다프렌치프라이도 정말 별로왜 맛집으로 뜨고 있는지 왜 이 가격인지 정말 납득되지 않습니다,bad
여긴 두번째 방문하는 곳점심때인데 사람이 예전만큼 많지 않아서 더 좋았음육질이야 여전히 부드럽고 양념 간도 그렇게 강하지 않았음무엇보다 서비스가별루보통 시켜서 많이 시킨다 싶으면 확인을 하거나 하는데여기는 그냥 시켜서 엄청 남기고먼저 주문했는데 다른테이블께 먼저 나오는솔직히 맛은 있었지만 서비스가 너무 불친절해서세번까지 방문은 무리일 것 같다두번째 가니까 확실히 내 입맛에는 목포집이 나았다반찬 구성도 그렇고 가격대도 그리고 맵짠맵짠이 더 좋은나는 조금 더 자극적인 맛이 더 끌리는 것 같다,good
망고플레이트 EAT딜로 구매했던 낭만이면을 먹어보러 들림주인분이 직접 요리하고 경영하는 테이블 개의 아담한 가게인게 맘에 듦 에그누들은 예전에 청키면가에서 한두번 먹어봤었는데 여긴 홍콩식이 아닌 인도네시아식이라고 함 일단 홍대 켄비멘리키 타이완마제소바에서 많이 보던 먹으면서 점차 매워지는 타이완민찌가 가운데 위치해있고 파채와 청경채 어묵 만두피를 튀긴것 같은 빵싯튀김이 올라가 있음설명대로 빵싯튀김을 젓가락으로 부신후 쉐킷쉐킷한 후 맛을 봤는데 타이완마제소바를 먹어봤으면 예상되는 맛이었음 첫입에는 살짝 단맛이 나는가 싶다가 점차 매워지는 사장님말로는 처음보다 많이 덜 매워졌다던데 역시나 많이 맵거나 하진 않음 국물면도 좋아하지만 그에 못지않게 비빔면도 좋아하는데 약간은 건조한 느낌의 얇은 세면인 에그누들도 흔치않은 식감이라 나름 좋았음 그외엔 파채나 어묵은 다 아는 맛이니 상상한 맛 그대로 임 사이드로 냉면집에서 나오는 따뜻한육수같은 맛의 국물과 단무지 아삭하고 상큼한 무절임이 같이 나옴맛은 한국에 맞췄는지 이국적인건 하나도 없어서 누구나 거부없는 맛이나 약간 드라이한 느낌의 에그누들은 안먹어본 사람은 싫어할 수도 가격도 저렴하고 가끔씩 매콤한 타이완민찌가 들어간 타이완마제소바가 생각나는데 여기서 낭만이면 먹으면 어느정도 만족할 듯 다른면들도 먹어보러 들릴 생각 있음,good
가로수길 좀 구석에 있는데도 불구하고 웨이팅이 있었습니다 그런데 정말 웨이팅을 기다릴만한 맛이었어요 딤섬들은 육즙이 팡팡 터지고 중국식 비빔면과 탄탄멘과 같이 먹으니 상해에 와 있는 기분이었습니다 가로수길 가게 되시면 강추 그리고 좀 가면 있는 겟썸커피에서 스콘 후식으로 드시는거 추천,good
원래 횡성에 있었다고한 우가 이젠 신사동에만 있다 입구는 작지만 지하에 꽤 큰 장소를 운영하고 있다 고기는 너무 맛있다 매우 프로페셔널하게 구어주셔서 감동 특히 여기는 차돌박이 초밥 메뉴가 인기가 많은데 차돌박이를 소스에 찍어 흰쌀밥 한숫갈 위에 와사비와 같이 얹혀서 먹는 메뉴이다 솔직히 차돌박이 초밥만 먹으러도 올 수 있을듯 서비스도 훌륭하며 코키지 무료,good
메밀김밥 신기해서 시켜봤는데 달달하고 감칠맛 도는 게 너무 맛있었다 가격도 저렴하다 근데 정작 추천메뉴였던 참치회덮밥이 맛이 없었다,ok
잇딜로 먹고 온 낙원타코 옛날에는 ㄱㅅ타코랑 비슷한 곳이라는 이미지뿐이었는데 어느새 무시무시하게 자라나서 금요일저녁에 웨이팅까지 ㄷㄷ 했어요낙원파히타 이건 정말 두명 양 적으면 세명까지 먹을 수 있을 것 같아요 새우 닭 돼지 소가 양파더미 위에 올라가있고 또띠아랑 다양한 소스 및 살사가 따로 나와요 고수도 요청하면 주십니다 셀프메이드타코 느낌인데 시간이 지날수록 또띠아에 싸먹기보단 그냥 같이 포크로 찍어먹게 되는소스는 특히 파히타 구석에 주어지는 크림토마토 소스가 맛있었어요 ㅠㅠ 한 두번정도 리필한듯 양도 보기보다 훨씬 많아서 엄청 배불렀어요 고기류중에서는 돼지랑 소는 조금 질겨서 치킨이 제일 맛있었습니다다양한 고기로 특이한 타코를 먹고싶다면,good
건강한 맛기분 좋은 한끼,good
역삼역 근처에 위치한 미들급 스시야 저녁에 방문하여 스시 오마카세를 맛 봄 크지 않은 매장 크기에 쉐프님과 직접 이야기를 나누며 식사 할 수 있음 갈아낸 마와 수비드한 계란을 같이 주신 에피타이저는 맛이 괜찮음 차완무시는 계란찜의 느낌보다는 해물의 느낌이 물씬 남 다른 스시야에서도 많이 그렇지만 여기도 간장을 직접 발라주셔서 직접 찍어 먹을 필요가 없음 젓가락질을 잘 하는사람이라면 관계없지만 나처럼 못하는 사람은 스시먹을때 간장에 풍덩 빠뜨리거나 샤리가 부스러지는 경우가 있음 그래서 직접 발라주시는 것이 매우 좋음 샤리와 네티의 밸런스가 매우 좋고 사시미의 상태가 좋음 금태와 아나고가 인상적임 아나고는 쉐프님이 시근처라고 할 정도로 자신하셨는데 말하신대로 아나고라고 느끼지지 않을 정도로 부드러움 마지막은 소바와 녹차 디저트로 마무리 생각나는 스시맛 역삼역 근처에 갈만한 스시야가 없는데 좋은 선택지를 줄 수 있는듯 함,good
우연히 간 곳인데 참 맛있었어요 메뉴를 잘 기억하지 못해서ㅜㅜ 저게 아마 무슨 중동 음식이었던 것 같은데 빵이 부족해서 그렇지 맛은 정말 맛있었습니다 분위기도 최고였어요,good
토요일 오후에 방문한 바켄시쯤 도착해서 라 콜롬브 아메리카노원두선택가능 와 진한커피맛을 느끼고 싶어서 코르타도 한잔 주문하고 카라멜 초콜릿을 함께 매장에서 먹었다자리가 협소한데운 좋게 창가쪽 인 테이블에서 분 정도 즐긴듯시반에 커스터드 크루아상  진저 초콜릿이 나와서 포장하였다커피맛은 진하고 다크함도 풍부하여 좋은 맛이였고 코르타도 역시 진한향과 부드러움의 조화가 참 좋았다구입한 빵도 크림들이 오리지널 바닐라빈을 함유하여 하얀 크림안에 약간의 검은 점들이 보여 믿고 먹게 되는듯크루아상의 얇은 겹겹이 한입 먹을때 식감과 가득찬 크림이 잘 어울렸고 초코나 카라멜 크림도 너무 달지않고 적당한 당도와 고소함 때문에 좋았다주차는 가능하지만 분에 천원 일하시는 분들은 친절한듯함,good
그냥 다른말 필요 없고 인생 당케다케이크는 맛과 크기를 생각하면원이 전혀 아깝지 않음커피는 음 무난한 편인것 같다 아니 비싼 편 같다 그리고 아이스로 시키면 더비싸  이유가,good
평일 밤에 가서 그런지 웨이팅은 없엇구요 둘이가서 인분시키면 닭고기가 좀 아쉬워요 그래서 밥 볶아먹으면 딱 맞습니다 저는 맛잇게 먹엇네요,good
든든하고 맛있는 국밥  이북음식이라 그런지 익숙한듯 안 익숙한 듯 하나 너무나 맛나게 먹고 나왔다 다시금 방문하고프다 ,good
인스타 핫플이라죠힙한건 둘째치고 여기 진짜 맛있다 미국에서 자주 시켜먹던 중국음식도 생각나면서 뭔가 내가 찾던 그 맛이야ㅠ 자극적이고 짭쪼름하면서도 기름지고여기는 단체로 가서 많이 시켜보고싶다 ㅠㅠJMT,good
압구정에 위치한 막걸리 집비오는날 막걸리에 파전이 너무 끌려서 갔어요ㅋㅋㅋ막걸리는 주문하면 양은 주전자에 담아져서 나와요꽤 다양한 종류가 있어요 제가 막알못이기는 한데 엄청 특별히 맛있다고는 못느꼈어요알밤막걸리에 밤맛을 느낄 수 없어서 좀 실망ㅠㅠ그 외에 자몽막걸리와 제주 막걸리 하우스 블랜드 막걸리를 마셨는데 저와 동료들 모두 하우스 블랜드가 제일 나았어요ㅎㅎ안주 나오는 속도는 좀 느린 편이에요 하지만 맛있음저는 파전이 역시 제일 맛있었어요 그리고 해물칼국수 역시 국물이 맛있었어요육전도 괜찮았지만 다른 전들이 더 맛있었기도 하고 저희 어머니가 해주신게 더 맛있기 때문에 약간 아쉬웠어요감자전은 상상한 그 맛인데 그게 또 맛있었고 봄동전도 역시나 맛있음비빔막국수는 괜찮았지만 크게 메리트를 못느낄 흔한 맛이어서 굳이 여기서 시키진 않아도 될 것 같아요유명한 곳이어서인지 역시나 사람이 많더라구요배고팠어서인지 회사돈으로 먹어서인지 다들 매우 만족해서회사사람들의 제 맛집추천에 대한 신뢰를 회복했어요ㅎㅅㅎ,good
괜찮다 특별하게 맛있지는 않다,ok
망플에서도 인기 많고 맛있다고 많이 들어서 뒷북 땅땅 치며 호다닥 가본 곳 선 조사는 없이 함께 간 사람들과 이것저것 땡기는 걸 시켜보았다 가장 맘에 들었던 메뉴는 트러플 파스타와 관자 들어간 전채 요리트러플이 직접 슝슝 들어가 풍미도 좋도 무엇보다 면 익힘 정도랑 입안에서 찰싹찰싹 감기는 그 면 식감이 넘 매력적이었다 관자요리는 관자가 탱글탱글하고 소스도 맛있어서 정말 딱 식사를 시작하기에 좋은 메뉴였다라구 파스타는 내 기준 너무 짰고 바베큐 스테이크는 무난 했고맛은 있었는데 특별한 인상이 남는 요리는 없었다서비스 매너가 좋으셨다 ,ok
정말 감각적이고 킨포크 잡지에 나올만한 공간이었어요 여자들끼리 얘기하고 나오기에 굉장히 만족스러웠던 곳음료와 디저트 모두 시켰어요 개인적으로 음료가 더 만족스러웠어요음료 밀크티 아몬드라떼 아메리카노 카페라떼 주문밀크티 시켰는데 정말 잘한거 같았어요 시간 어쩌구 굉장히 밀크티에대한 설명히 길길래 선택했는데 역시 먹을복이 많나봐요 밀크티 제 생각에는 직접 우리신거 같아요 많이 달지 않고 적당해서 좋았어요 음료가 단거 싫어하는 입맛아몬드라떼도 맛있어요 마찬가지로 그렇게 달지 않고 고소해서 참 좋았어요디저트 말차티라미수 까놀레 스콘스콘은 덜 퍽퍽해서 같이 주시는 버터와 딸기잼과 같이 먹으면 좋을듯한 식감이었어요영국식까놀레는 많이 딱딱하지 않았던 기억 임팩트있지 않았어요말차티라미수도 말차맛이 적당하고 안의 퐁신한 시트와 크림과 잘 어울리더라구요 개인적으로 시트에 에스프레소를 적시면 더 좋을거 같았어요 말차에스프레소티라미수의 탄생 ㅋㅋ 죄송공간도 음료도 마음에 너무 쏙 들어서 다시 가고 싶은 곳이네요,good
르챔버는 사랑입니닷,good
수제버거가 맛있으면 얼마나 맛있겠어거기서 거기겠지 했는데 맛났습니다쉑쉑보다 훨나음,good
오초콜렛 패션트리 음료는 되게 상큼했는데 뭐더라초콜렛 녹이는거 녹여달라고 하면 녹여줌 괜히 혼자하겠다고 하지 말고 해달라고 하자맛은 가격대비쏘쏘한듯 디저트가 다 예뻐서 눈은 즐겁다,ok
적당히 어둡고 차나 차로 가기 좋은 곳모찌리도후는 처음 먹어봤었는데 맛있었어요묘한 매력이 있어서 배부른데도 계속 먹었어요추가로 시킨 교자는 그냥 무난한 편분위기도 괜찮은데 바로 문앞이 흡연구역인지담배냄새가 자꾸 들어와서 비흡연자에게는 그게 좀 별로였어요ㅠㅠ,good
예전 뽕삼겹때부터 다녔는데너무 짜고 자극적임 자주는 못먹고 가끔 먹을만함,ok
피자도 파스타도 대만족이었던 곳,good
부대찌개라는 이름보다 전골이라는 이름이 더 어울릴 것 같은 고급스러운 맛부대찌개라는 음식은 애초에 서양의 식재료와 우리나라 식문화가 융합된 음식이기에 다양한 변주에 대해서 전 언제든 환영입니다 그러다보니 전 특색있었던 이곳 부대찌개가 참 맛있었어요이곳의 부대찌개는 일반적인 부대찌개와는 다르게 베이크드빈과 치즈가 들어가지 않으며 미나리가 아주 많이 들어 있어 느끼하지 않고 시원한 국물맛을 선사합니다 또한 김치가 들어가지 않았고 양념이 자극적이지 않아 칼칼 얼큰한 느낌의 찌개가 아닙니다한식과 양식의 경계에서 조금은 한식쪽으로 그리고 한식쪽에서도 얼큰한 찌개가 아닌 담백하면서 시원한 전골의 느낌으로 변주 발전된 음식이 이곳의 부대찌개더군요 어쩌면 한식과 양식이 융합된 음식이나 이곳 사장님의 한식에 대한 사랑이 조금 더 컷기에 탄생한 부대찌개지 않을까 생각이 듭니다 심지어 원래는 라면사리도 팔지 않았는데 하도 손님들이 요구를 하여 라면사리를 판매하는 것이라고 하네요한우등심이 들어간 부대찌개를 시켰는데 이 등심이 아주 부드러우면서 맛이 좋은게 정말 부대찌개라는 서민적 음식을 업그레이드 해준 느낌이었습니다또한 등심의 그 풍부한 지방이 국물에 들어가 아주 구수한 맛을 냅니다 치즈가 듬뿍 들어가 느끼한 그런 국물 맛이 아닌 소기름의 정말 고급스러운 느끼함은 담백하면서 구수하게 느껴지네요 한 절반 정도 시원하면서 담백한 국물을 먼저 음미한 후 라면사리를 하나 시켜서 살짝 졸이듯 끓여주면 조금은 불량스러운 맛이 나오긴 하지만 그래도 참 한식 전골스러운 부대찌개 맛은 크게 변하지 않네요 자극적인 맛의 부대찌개를 선호하시는 분들에겐 불호 일듯 싶으나 제 입맛에는 참 시원하면서 구수했던 맛있는 전골요리였습니다 가게 앞에 대 정도 주차공간이 있습니다,good
여기저 혼자 개인소장할게요라고 하기엔 이미 너무 핫플이군요 여기서 히비스커스 티 한잔에 대왕도지마롤 처럼 생긴 롤케이크를 먹었습니다 와 케이크가 너무 맛있어서 기절할 뻔 했어요 많이 달지도 않고 겉은 보송하고 속은 적당히 촉촉한 생크림 밀크 크림 으로 가득하네요 정말 기쁠 정도로 맛있었어요 오랜만에 케이크 먹으면서 행복감을 느꼈어요 군것질을 좋아하지만 소화가 잘 안되서 피하는 편이거든요 여기는 소화도 잘 되더군요 제빵 재료들의 퀄리티가 나쁘지 않다는 뜻 대왕케이크 한조각 하나에 칠천오백원이고 저는 종종 선뜻 돈을 내고 사먹겠습니다 음료는 오천원대인데 케이크가 너무 맛있어 다음에는 코히와 디저트를 한께 시식해볼 예정 그런데 커피에 대한 후기들은 좋지 않네요 의외로 저는 이미 케이크로 만족하여 다음에는 커피를 시도해보려고 합니다 야호 회사 근처에 이렇게 예쁜 카페을 우연히 발견하게 되어 기쁜 하루였습니다,good
안주가 전반적으로 맛있다 분위기도 일본 느낌이 물씬 나고 적당히 어두워 좋다추천 안주는 양갈비 징기스칸과 꼬치류 양갈비가 야들야들하고 굵게 갈아낸 통후추가 씹혀 풍미를 더해준다이곳의 시그니처 메뉴라고도 할 수 있는 모찌리도후는 애피타이저로 반드시 먹어야 할 메뉴다꼬치 중에서는 고기를 다져 만든 추쿠네를 강력 추천 개 세트로 주문하면 훨씬 저렴하다 모츠나베는 생각보다 질겨서 별로이므로 추천하지 않는다,good
비계만 잔뜩 들어서 불호 비곗국인줄 알았음,bad
깔끔하게 소고기를 먹을 수 있는 경천애인소고기와 함께 치즈도 올려먹으면 고소함은배가 되는ㅎㅎ고기만 먹으면 아쉽기에 마무리로미나리누룽지볶음밥까지완벽한 한끼 식사,good
드디어 특에비후라이 까지 전메뉴 도장깨기 완료갑각류가 크다고 좋은건 아닌듯 ㅋㅋㅋ몇번 갈때마다 특 에비 주문하기가 쉽지않아서 너무 기대를 한것 보다는 내취저는 아닌듯 하다그래도 다른 메뉴들은 확실히 깔끔하다짜장도 집집마다 다 다르듯이저온조리 하고 나온다고 해서 인내심이 없는 손님은답답할듯 기다리며 가볍게 맥주 입가심 하며기다리면겉바속촉한 돈까스가 나오니 세가지 소금을 곁들여먹는 재미도수비드 처음 접했을때처럼 고기가 상당히 부드럽다서비스해주는 직원들도 상당히 친절하다주방직원들이 마감 임박전에 주문하면 별로 달갑지 않아하는게 보여 별로 좋아보이지는 않는다메뉴 마감 분전인데도맛은 좋아서 재방문 의사는 있다,good
가티 가티갈래리조또 너무 맛나다고기가 입에서 살살녹는다 가격만 괜찮으면 맨날 갈텐데 학생에겐 초큼 부담되는 집 그래도 분위기 좋고 맛난집이다 가로수길 맛집 추천해 달라하면 추천해주는 집,good
이집은 족발과 쟁반막국수가 일품임 워낙 유명한 곳이라 따로 평할것은 없음,good
냉우동을 먹었는데 면발이 탱탱하고 맛있어요국물이 조금 밍밍한 느낌이라 완전 제 스타일은 아닌데 우동매니아들은 좋아할 거 같아여,ok
그냥 달고기대보단 별로였어요브레이크 타임도 아닌데 직원분들 모두 식사하시고 볶음밥 해달라고 하기 눈치보이더라구요 닭볶음탕에 떡이 들어간건 새로웠은데 요리도 볶음밥도 그냥 다른 집보다 더 단 닭볶음탕이었네요 담에는 같은 가격이면 절대 여긴 안올것 같아요,bad
드라이에이징 한우를 먹을 수 있는 곳 콜키지 프리 의자 뒤의 옷걸이 같은 서비스가 인상적임 더 인상적인 건 그릇이 뒤집어져 있어서 다시 돌려놨더니 원래 뒤집어서 먹는다고 농담하시는 줄 알았는데 아니었다고기는 전반적으로 다 맛있었고 동치미국수같은 기타 메뉴들은 평범했다 볶음밥은 미나리가 들어가 있어서 식감이 좋고 괜히 건강하게 먹는 느낌을 받으며 위안을 얻음,good
 인도네시아 음식이라는 특이성을 가진 곳 낭만이면은 완전 맛있구 탕면은 아쉬운 곳잇딜로 가게 된 낭만국수작은 가게지만 아기자기함이 묻어나오는 곳이었다우리는 낭만이면  낭만탕면  만두를 시켰는데낭만이면은진짜 새로운 맛  고슬고슬한 면에 살짝 매콤한 소스를 비벼먹는게 완전 매력있음낭만탕면은약간 익숙한 맛 많이 먹던 맛이라 좀 아쉬웠고만두는완전 저렴이 만두를 튀긴 느낌이라 별로였음 그래도 맛있는 인도네시아 음식을 먹어 볼 수 있어서 좋은 경험이었음,ok
고소하고 진한느낌의 라떼가 괜찮았다 생각보다 커피잔은 작은편이라 대용량 커피가 필요한 사람은 조금 아쉬울듯 카페가 생각보다 넓고 테이블 간격도 넓은 편이라 일행과 대화나누기도 좋았다 베이커리 종류도 꽤 많았다 커피만으로 아주 인상적인건 아니었지만 무난히 맛있고 북적이는 신사에서 조금 여유롭게 시간 보낼 수 있어서 좋았다,good
분위기로 압살 깔끔한 커피 굴드커피 로스터스  채광 짱짱한 일층이랑 미친 음악가st 지하랑 분위기 상반되는데 둘다 너무 좋아서 일층에 있다가 지하로 내려갔어요 ㅋㅋㅋㅋ 라떼 깔끔하니 맛있고 친구가 시킨 콜드브루도 만족 까눌레랑 크로와상 먹었는데 베이커리도 무난 무난 하니 괜찮아용 더 예쁜 접시에 담아서 더 예쁜 사진 찍고싶어지는곳 인생샷 백만장 건지러 가세욧,good
주변에서 먹은 우동 중 제일 맛있었다 면이 맛있는 곳 스키야키나베우동은 양이 일단 매우 많고 소고기가 많이 들었는데 버섯이 맛있음 국물은 깔끔 하면서 소고기 덕에 스키야키 느낌이 난다 굉장히 든든해지는 그런느낌 다음에 갔을땐 그냥 우동도 먹어봤는데 딱히 거하게 먹고싶지 않을땐 이것도 좋을듯 야채튀김이 들었고 마찬가지로 양은 적지 않은 편 면이 탱글탱글하고 쫄깃해서 좋다 구로나 나베우동하프스시피스 콤보는 만원인데 굳이 여기서 스시 안먹어도 됨 크게 나쁜건 아닌데 뭐 그냥그냥 차라리 고로케나 새우튀김같은 사이드를 시키는게 좋은 것 같음 고로케와 가라아게는 평범하지만 그래도 만족스러웠다,good
말이 피료 없엇다 곁들여 먹는 쌈채소들이 짱배추랑 절인깻잎이랑 아스파라거스 때문에씹을때마다 입안에서 폭죽터지는 느낌 으어 고기를 먹엇지만 계속 향긋햇다 그리고 된장찌개대박비냉은 그냥 그랫움,good
깔끔하고 맛있어요 나름 건강한듯 하면서도 맛을 놓치지 않을듯 ㅎ 친절하고 발렛도 되요,good
맛있긴한데 양이 좀 적어요 같이 나오는 고명이 좀 튼실했으면 좋겠어요 늘 웨이팅 기본 분씩은 있으니 참고하세요,ok
